url,name,signature,description
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.apply_over_axes.html#numpy.apply_over_axes","numpy.apply_over_axes","numpy.apply_over_axes(func\, a\, axes)","Apply a function repeatedly over multiple axes."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.arange.html#numpy.ma.arange","numpy.ma.arange","numpy.ma.arange([start\, ]stop\, [step\, ]dtype=None) = <numpy.ma.core._convert2ma object>","Return evenly spaced values within a given interval."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.arange.html#numpy.arange","numpy.arange","numpy.arange([start\, ]stop\, [step\, ]dtype=None)","Return evenly spaced values within a given interval."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.arccos.html#numpy.arccos","numpy.arccos","numpy.arccos(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arccos'>","Trigonometric inverse cosine\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.arccosh.html#numpy.arccosh","numpy.arccosh","numpy.arccosh(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arccosh'>","Inverse hyperbolic cosine\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.arcsin.html#numpy.arcsin","numpy.arcsin","numpy.arcsin(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arcsin'>","Inverse sine\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.arcsinh.html#numpy.arcsinh","numpy.arcsinh","numpy.arcsinh(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arcsinh'>","Inverse hyperbolic sine element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.arctan.html#numpy.arctan","numpy.arctan","numpy.arctan(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arctan'>","Trigonometric inverse tangent\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.arctan2.html#numpy.arctan2","numpy.arctan2","numpy.arctan2(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arctan2'>","Element-wise arc tangent of x1/x2 choosing the quadrant correctly."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.arctanh.html#numpy.arctanh","numpy.arctanh","numpy.arctanh(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'arctanh'>","Inverse hyperbolic tangent element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.argmax.html#numpy.ma.argmax","numpy.ma.argmax","numpy.ma.argmax(self\, axis=None\, fill_value=None\, out=None) = <numpy.ma.core._frommethod object>","Returns array of indices of the maximum values along the given axis. Masked values are treated as if they had the value fill_value."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.argmax.html#numpy.argmax","numpy.argmax","numpy.argmax(a\, axis=None\, out=None)","Returns the indices of the maximum values along an axis."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.argmin.html#numpy.ma.argmin","numpy.ma.argmin","numpy.ma.argmin(self\, axis=None\, fill_value=None\, out=None) = <numpy.ma.core._frommethod object>","Return array of indices to the minimum values along the given axis."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.argmin.html#numpy.argmin","numpy.argmin","numpy.argmin(a\, axis=None\, out=None)","Returns the indices of the minimum values along an axis."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.argpartition.html#numpy.argpartition","numpy.argpartition","numpy.argpartition(a\, kth\, axis=-1\, kind='introselect'\, order=None)","Perform an indirect partition along the given axis using the algorithm specified by the kind keyword. It returns an array of indices of the same shape as a that index data along the given axis in partitioned order."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.argsort.html#numpy.argsort","numpy.argsort","numpy.argsort(a\, axis=-1\, kind=None\, order=None)","Returns the indices that would sort an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.argsort.html#numpy.ma.argsort","numpy.ma.argsort","numpy.ma.argsort(a\, axis=<no value>\, kind=None\, order=None\, endwith=True\, fill_value=None)","Return an ndarray of indices that sort the array along the specified axis.  Masked values are filled beforehand to fill_value."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.argwhere.html#numpy.argwhere","numpy.argwhere","numpy.argwhere(a)","Find the indices of array elements that are non-zero\, grouped by element."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.around.html#numpy.ma.around","numpy.ma.around","numpy.ma.around(a\, *args\, **kwargs) = <numpy.ma.core._MaskedUnaryOperation object>","Round an array to the given number of decimals."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.around.html#numpy.around","numpy.around","numpy.around(a\, decimals=0\, out=None)","Evenly round to the given number of decimals."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.array.html#numpy.array","numpy.array","numpy.array(object\, dtype=None\, copy=True\, order='K'\, subok=False\, ndmin=0)","Create an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.array.html#numpy.char.array","numpy.char.array","numpy.char.array(obj\, itemsize=None\, copy=True\, unicode=None\, order=None)","Create a chararray."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.core.defchararray.array.html#numpy.core.defchararray.array","numpy.core.defchararray.array","numpy.core.defchararray.array(obj\, itemsize=None\, copy=True\, unicode=None\, order=None)","Create a chararray."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.core.records.array.html#numpy.core.records.array","numpy.core.records.array","numpy.core.records.array(obj\, dtype=None\, shape=None\, offset=0\, strides=None\, formats=None\, names=None\, titles=None\, aligned=False\, byteorder=None\, copy=True)","Construct a record array from a wide-variety of objects."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.array.html#numpy.ma.array","numpy.ma.array","numpy.ma.array(data\, dtype=None\, copy=False\, order=None\, mask=False\, fill_value=None\, keep_mask=True\, hard_mask=False\, shrink=True\, subok=True\, ndmin=0)","An array class with possibly masked values."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.array2string.html#numpy.array2string","numpy.array2string","numpy.array2string(a\, max_line_width=None\, precision=None\, suppress_small=None\, separator=' '\, prefix=''\, style=<no value>\, formatter=None\, threshold=None\, edgeitems=None\, sign=None\, floatmode=None\, suffix=''\, **kwarg)","Return a string representation of an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_equal.html#numpy.array_equal","numpy.array_equal","numpy.array_equal(a1\, a2)","True if two arrays have the same shape and elements\, False otherwise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_equiv.html#numpy.array_equiv","numpy.array_equiv","numpy.array_equiv(a1\, a2)","Returns True if input arrays are shape consistent and all elements equal."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_repr.html#numpy.array_repr","numpy.array_repr","numpy.array_repr(arr\, max_line_width=None\, precision=None\, suppress_small=None)","Return the string representation of an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_split.html#numpy.array_split","numpy.array_split","numpy.array_split(ary\, indices_or_sections\, axis=0)","Split an array into multiple sub-arrays."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.array_str.html#numpy.array_str","numpy.array_str","numpy.array_str(a\, max_line_width=None\, precision=None\, suppress_small=None)","Return a string representation of the data in an array."
"https://docs.scipy.org/doc/numpy/reference/routines.ctypeslib.html#numpy.ctypeslib.as_array","numpy.ctypeslib.as_array","numpy.ctypeslib.as_array(obj\, shape=None)","Create a numpy array from a ctypes array or POINTER."
"https://docs.scipy.org/doc/numpy/reference/routines.ctypeslib.html#numpy.ctypeslib.as_ctypes","numpy.ctypeslib.as_array","numpy.ctypeslib.as_array(obj\, shape=None)","Create a numpy array from a ctypes array or POINTER."
"https://docs.scipy.org/doc/numpy/reference/routines.ctypeslib.html#numpy.ctypeslib.as_ctypes_type","numpy.ctypeslib.as_array","numpy.ctypeslib.as_array(obj\, shape=None)","Create a numpy array from a ctypes array or POINTER."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.polynomial.polyutils.as_series.html#numpy.polynomial.polyutils.as_series","numpy.polynomial.polyutils.as_series","numpy.polynomial.polyutils.as_series(alist\, trim=True)","Return argument as a list of 1-d arrays."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.lib.stride_tricks.as_strided.html#numpy.lib.stride_tricks.as_strided","numpy.lib.stride_tricks.as_strided","numpy.lib.stride_tricks.as_strided(x\, shape=None\, strides=None\, subok=False\, writeable=True)","Create a view into the array with the given shape and strides."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.asanyarray.html#numpy.asanyarray","numpy.asanyarray","numpy.asanyarray(a\, dtype=None\, order=None)","Convert the input to an ndarray\, but pass ndarray subclasses through."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.asanyarray.html#numpy.ma.asanyarray","numpy.ma.asanyarray","numpy.ma.asanyarray(a\, dtype=None)","Convert the input to a masked array\, conserving subclasses."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.asarray.html#numpy.asarray","numpy.asarray","numpy.asarray(a\, dtype=None\, order=None)","Convert the input to an array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.asarray.html#numpy.char.asarray","numpy.char.asarray","numpy.char.asarray(obj\, itemsize=None\, unicode=None\, order=None)","Convert the input to a chararray\, copying the data only if necessary."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.core.defchararray.asarray.html#numpy.core.defchararray.asarray","numpy.core.defchararray.asarray","numpy.core.defchararray.asarray(obj\, itemsize=None\, unicode=None\, order=None)","Convert the input to a chararray\, copying the data only if necessary."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.asarray.html#numpy.ma.asarray","numpy.ma.asarray","numpy.ma.asarray(a\, dtype=None\, order=None)","Convert the input to a masked array of the given data-type."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.asarray_chkfinite.html#numpy.asarray_chkfinite","numpy.asarray_chkfinite","numpy.asarray_chkfinite(a\, dtype=None\, order=None)","Convert the input to an array\, checking for NaNs or Infs."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ascontiguousarray.html#numpy.ascontiguousarray","numpy.ascontiguousarray","numpy.ascontiguousarray(a\, dtype=None)","Return a contiguous array (ndim >= 1) in memory (C order)."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.asfarray.html#numpy.asfarray","numpy.asfarray","numpy.asfarray(a\, dtype=<class 'numpy.float64'>)","Return an array converted to a float type."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.asfortranarray.html#numpy.asfortranarray","numpy.asfortranarray","numpy.asfortranarray(a\, dtype=None)","Return an array (ndim >= 1) laid out in Fortran order in memory."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.asmatrix.html#numpy.asmatrix","numpy.asmatrix","numpy.asmatrix(data\, dtype=None)","Interpret the input as a matrix."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.asscalar.html#numpy.asscalar","numpy.asscalar","numpy.asscalar(a)","Convert an array of size 1 to its scalar equivalent."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_allclose.html#numpy.testing.assert_allclose","numpy.testing.assert_allclose","numpy.testing.assert_allclose(actual\, desired\, rtol=1e-07\, atol=0\, equal_nan=True\, err_msg=''\, verbose=True)","Raises an AssertionError if two objects are not equal up to desired tolerance."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_almost_equal.html#numpy.testing.assert_almost_equal","numpy.testing.assert_almost_equal","numpy.testing.assert_almost_equal(actual\, desired\, decimal=7\, err_msg=''\, verbose=True)","Raises an AssertionError if two items are not equal up to desired precision."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_approx_equal.html#numpy.testing.assert_approx_equal","numpy.testing.assert_approx_equal","numpy.testing.assert_approx_equal(actual\, desired\, significant=7\, err_msg=''\, verbose=True)","Raises an AssertionError if two items are not equal up to significant digits."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_array_almost_equal.html#numpy.testing.assert_array_almost_equal","numpy.testing.assert_array_almost_equal","numpy.testing.assert_array_almost_equal(x\, y\, decimal=6\, err_msg=''\, verbose=True)","Raises an AssertionError if two objects are not equal up to desired precision."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_array_almost_equal_nulp.html#numpy.testing.assert_array_almost_equal_nulp","numpy.testing.assert_array_almost_equal_nulp","numpy.testing.assert_array_almost_equal_nulp(x\, y\, nulp=1)","Compare two arrays relatively to their spacing."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_array_equal.html#numpy.testing.assert_array_equal","numpy.testing.assert_array_equal","numpy.testing.assert_array_equal(x\, y\, err_msg=''\, verbose=True)","Raises an AssertionError if two array_like objects are not equal."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_array_less.html#numpy.testing.assert_array_less","numpy.testing.assert_array_less","numpy.testing.assert_array_less(x\, y\, err_msg=''\, verbose=True)","Raises an AssertionError if two array_like objects are not ordered by less than."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_array_max_ulp.html#numpy.testing.assert_array_max_ulp","numpy.testing.assert_array_max_ulp","numpy.testing.assert_array_max_ulp(a\, b\, maxulp=1\, dtype=None)","Check that all items of arrays differ in at most N Units in the Last Place."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_equal.html#numpy.testing.assert_equal","numpy.testing.assert_equal","numpy.testing.assert_equal(actual\, desired\, err_msg=''\, verbose=True)","Raises an AssertionError if two objects are not equal."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_raises.html#numpy.testing.assert_raises","numpy.testing.assert_raises","numpy.testing.assert_raises(exception_class\, callable\, *args\, **kwargs) assert_raises(exception_class)","Fail unless an exception of class exception_class is thrown by callable when invoked with arguments args and keyword arguments kwargs. If a different type of exception is thrown\, it will not be caught\, and the test case will be deemed to have suffered an error\, exactly as for an unexpected exception."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_raises_regex.html#numpy.testing.assert_raises_regex","numpy.testing.assert_raises_regex","numpy.testing.assert_raises_regex(exception_class\, expected_regexp\, callable\, *args\, **kwargs) assert_raises_regex(exception_class\, expected_regexp)","Fail unless an exception of class exception_class and with message that matches expected_regexp is thrown by callable when invoked with arguments args and keyword arguments kwargs."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_string_equal.html#numpy.testing.assert_string_equal","numpy.testing.assert_string_equal","numpy.testing.assert_string_equal(actual\, desired)","Test if two strings are equal."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.testing.assert_warns.html#numpy.testing.assert_warns","numpy.testing.assert_warns","numpy.testing.assert_warns(warning_class\, *args\, **kwargs)","Fail unless the given callable throws the specified warning."
"https://docs.scipy.org/doc/numpy/user/basics.rec.html#numpy.lib.recfunctions.assign_fields_by_name","numpy.lib.recfunctions.append_fields","numpy.lib.recfunctions.append_fields(base\, names\, data\, dtypes=None\, fill_value=-1\, usemask=True\, asrecarray=False)","Add new fields to an existing array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.atleast_1d.html#numpy.ma.atleast_1d","numpy.ma.atleast_1d","numpy.ma.atleast_1d(*args\, **kwargs) = <numpy.ma.extras._fromnxfunction_allargs object>","Convert inputs to arrays with at least one dimension. Scalar inputs are converted to 1-dimensional arrays\, whilst higher-dimensional inputs are preserved. "
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.atleast_1d.html#numpy.atleast_1d","numpy.atleast_1d","numpy.atleast_1d(*arys)","Convert inputs to arrays with at least one dimension."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.atleast_2d.html#numpy.ma.atleast_2d","numpy.ma.atleast_2d","numpy.ma.atleast_2d(*args\, **kwargs) = <numpy.ma.extras._fromnxfunction_allargs object>","View inputs as arrays with at least two dimensions."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.atleast_2d.html#numpy.atleast_2d","numpy.atleast_2d","numpy.atleast_2d(*arys)","View inputs as arrays with at least two dimensions."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.atleast_3d.html#numpy.ma.atleast_3d","numpy.ma.atleast_3d","numpy.ma.atleast_3d(*args\, **kwargs) = <numpy.ma.extras._fromnxfunction_allargs object>","View inputs as arrays with at least three dimensions."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.atleast_3d.html#numpy.atleast_3d","numpy.atleast_3d","numpy.atleast_3d(*arys)","View inputs as arrays with at least three dimensions."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.average.html#numpy.average","numpy.average","numpy.average(a\, axis=None\, weights=None\, returned=False)","Compute the weighted average along the specified axis."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ma.average.html#numpy.ma.average","numpy.ma.average","numpy.ma.average(a\, axis=None\, weights=None\, returned=False)","Return the weighted average of array over the given axis."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.bartlett.html#numpy.bartlett","numpy.bartlett","numpy.bartlett(M)","Return the Bartlett window."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.base_repr.html#numpy.base_repr","numpy.base_repr","numpy.base_repr(number\, base=2\, padding=0)","Return a string representation of a number in the given base system."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.binary_repr.html#numpy.binary_repr","numpy.binary_repr","numpy.binary_repr(num\, width=None)","Return the binary representation of the input number as a string."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.bincount.html#numpy.bincount","numpy.bincount","numpy.bincount(x\, weights=None\, minlength=0)","Count number of occurrences of each value in array of non-negative ints."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.bitwise_and.html#numpy.bitwise_and","numpy.bitwise_and","numpy.bitwise_and(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'bitwise_and'>","Compute the bit-wise AND of two arrays element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.bitwise_or.html#numpy.bitwise_or","numpy.bitwise_or","numpy.bitwise_or(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'bitwise_or'>","Compute the bit-wise OR of two arrays element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.bitwise_xor.html#numpy.bitwise_xor","numpy.bitwise_xor","numpy.bitwise_xor(x1\, x2\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'bitwise_xor'>","Compute the bit-wise XOR of two arrays element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.blackman.html#numpy.blackman","numpy.blackman","numpy.blackman(M)","Return the Blackman window."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.block.html#numpy.block","numpy.block","numpy.block(arrays)","Assemble an nd-array from nested lists of blocks."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.distutils.misc_util.blue_text.html#numpy.distutils.misc_util.blue_text","numpy.distutils.misc_util.blue_text","numpy.distutils.misc_util.blue_text(s)",""
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.bmat.html#numpy.bmat","numpy.bmat","numpy.bmat(obj\, ldict=None\, gdict=None)","Build a matrix object from a string\, nested sequence\, or array."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.broadcast_arrays.html#numpy.broadcast_arrays","numpy.broadcast_arrays","numpy.broadcast_arrays(*args\, **kwargs)","Broadcast any number of arrays against each other."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.broadcast_to.html#numpy.broadcast_to","numpy.broadcast_to","numpy.broadcast_to(array\, shape\, subok=False)","Broadcast an array to a new shape."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.busday_count.html#numpy.busday_count","numpy.busday_count","numpy.busday_count(begindates\, enddates\, weekmask='1111100'\, holidays=[]\, busdaycal=None\, out=None)","Counts the number of valid days between begindates and enddates\, not including the day of enddates."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.busday_offset.html#numpy.busday_offset","numpy.busday_offset","numpy.busday_offset(dates\, offsets\, roll='raise'\, weekmask='1111100'\, holidays=None\, busdaycal=None\, out=None)","First adjusts the date to fall on a valid day according to the roll rule\, then applies offsets to the given dates counted in valid days."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.can_cast.html#numpy.can_cast","numpy.can_cast","numpy.can_cast(from_\, to\, casting='safe')","Returns True if cast between data types can occur according to the casting rule.  If from is a scalar or array scalar\, also returns True if the scalar value can be cast without overflow or truncation to an integer."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.capitalize.html#numpy.char.capitalize","numpy.char.capitalize","numpy.char.capitalize(a)","Return a copy of a with only the first character of each element capitalized."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.cbrt.html#numpy.cbrt","numpy.cbrt","numpy.cbrt(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'cbrt'>","Return the cube-root of an array\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.ceil.html#numpy.ceil","numpy.ceil","numpy.ceil(x\, /\, out=None\, *\, where=True\, casting='same_kind'\, order='K'\, dtype=None\, subok=True[\, signature\, extobj]) = <ufunc 'ceil'>","Return the ceiling of the input\, element-wise."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.char.center.html#numpy.char.center","numpy.char.center","numpy.char.center(a\, width\, fillchar=' ')","Return a copy of a with its elements centered in a string of length width."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.polynomial.chebyshev.cheb2poly.html#numpy.polynomial.chebyshev.cheb2poly","numpy.polynomial.chebyshev.cheb2poly","numpy.polynomial.chebyshev.cheb2poly(c)","Convert a Chebyshev series to a polynomial."
"https://docs.scipy.org/doc/numpy/reference/generated/numpy.polynomial.chebyshev.chebadd.html#numpy.polynomial.chebyshev.chebadd","numpy.polynomial.chebyshev.chebadd","numpy.polynomial.chebyshev.chebadd(c1\, c2)","Add one Chebyshev series to another."
